,idade,salario
3597,27,1500
3598,37,1871
3599,21,1497
3600,39,1290
3601,24,1500
3602,29,2000
3603,27,3000
3604,29,1500
3605,40,2735
3606,39,12500
3607,26,2000.00
3608,30,3300.00
3609,36,1200
3610,41,4000
3611,39,2500
3612,31,1414
3613,34,1900
3614,21,1200
3615,23,1133
3616,46,3100
3617,33,2500
3618,21,800
3619,25,2900
3620,21,1192.00
3621,27,2600
3622,36,6000
3623,31,3500
3624,31,1653.00
3625,35,1200
3626,41,2500
3627,24,1200
3628,67,10000
3629,30,2000
3630,36,3000
3631,29,6000
3632,27,1500
3633,20,1200
3634,36,2100
3635,27,1650.00
3636,33,7800
3637,46,3800
3638,38,1450.00
3639,26,3500
3640,38,3600
3641,40,6000
3642,28,1000
3643,33,1400
3644,38,5100
3645,38,909
3646,43,5800
3647,34,1860
3648,37,3800
3649,31,2800
3650,22,890
3651,46,3500.00
3652,34,6000.00
3653,40,4672.35
3654,34,1800
3655,41,7000
3656,29,5196
3657,47,1785
3658,55,15200
3659,32,2200
3660,30,3000
3661,29,1647
3662,27,1526
3663,42,17000
3664,32,8000
3665,41,2100.00
3666,29,1197.00
3667,50,3900
3668,25,1645
3669,51,5600
3670,35,1800
3671,28,1950.00
3672,39,6000
3673,38,3345
3674,36,1890
3675,26,3000
3676,32,2000
3677,29,3000
3678,30,1547
3679,37,12500
3680,29,2800
3681,26,1800
3682,45,15000
3683,38,3800
3684,32,1400
3685,22,800.00
3686,29,1200
3687,30,3000
3688,28,1300
3689,23,900
3690,26,1600
3691,41,2300
3692,26,643.2
3693,57,12500
3694,28,1700
3695,31,4800
3696,22,1000
3697,45,2000
3698,23,800.00
3699,28,1500
3700,35,3522
3701,40,4000
3702,33,1100
3703,22,1152
3704,25,1031.28
3705,26,1893
3706,29,1200
3707,31,7000
3708,41,2661.6
3709,29,3100
3710,33,10500
3711,40,8000
3712,28,900.00
3713,40,9000
3714,29,2000
3715,26,3500
3716,28,2150
3717,25,4081
3718,31,2000
3719,38,7500
3720,41,1139
3721,26,1472
3722,36,2500
3723,21,1000
3724,41,7200
3725,44,10000
3726,32,7000.00
3727,39,9000.00
3728,29,1458.38
3729,25,1200
3730,39,6500
3731,26,1500
3732,21,1000
3733,34,8000
3734,29,2752
3735,41,1200
3736,33,1500
3737,36,6500
3738,27,1200
3739,31,2500
3740,23,1550
3741,30,1800
3742,32,3800
3743,33,6890
3744,57,9000.00
3745,29,1800
3746,33,700
3747,28,3100
3748,26,2500
3749,28,2263.00
3750,33,4800
3751,24,1452.88
3752,35,3000
3753,47,8500
3754,32,1280
3755,37,1500
3756,35,3250
3757,38,5600
3758,28,5200
3759,28,2500
3760,24,1000.00
3761,30,1400.00
3762,36,1100
3763,25,1650
3764,38,3300.00
3765,30,1500
3766,42,1500
3767,29,980.00
3768,28,1200
3769,28,1800
3770,32,6500
3771,41,2700
3772,36,1856
3773,33,1500.00
3774,26,1500
3775,54,15000
3776,35,1400
3777,37,1350
3778,37,1500
3779,49,6000
3780,30,996.66
3781,39,4800
3782,26,4700
3783,21,3300
3784,47,7000
3785,21,1300
3786,26,2590
3787,49,6000
3788,39,3848
3789,37,4300
3790,44,6000
3791,28,1337
3792,22,1500.00
3793,28,1000
3794,45,3000
3795,27,1800
3796,44,1900
3797,20,900.00
3798,44,3560
3799,44,11000
3800,36,10000
3801,23,1000
3802,34,5500
3803,23,1500
3804,21,1000
3805,34,2009.42
3806,27,1200
3807,25,1950
3808,28,1300
3809,31,1698.00
3810,32,3900
3811,33,3700
3812,31,1195.01
3813,39,8300.00
3814,40,1545
3815,35,890.00
3816,36,1700
3817,32,1500
3818,25,2000
3819,52,11000
3820,21,680
3821,33,2800
3822,36,8000
3823,25,700
3824,21,1000
3825,23,2200
3826,27,2600
3827,20,570
3828,25,2100
3829,24,1078
3830,20,1260
3831,29,1832
3832,41,2000
3833,30,1789
3834,38,3000
3835,25,2054.00
3836,36,5000.00
3837,21,1312
3838,43,7000
3839,23,1200
3840,40,3200
3841,33,2375
3842,26,1600
3843,30,1180
3844,31,1800
3845,25,2000
3846,22,950
3847,26,850
3848,32,3700
3849,37,1500
3850,25,1400.00
3851,34,7000
3852,53,2959
3853,37,2700
3854,22,1100
3855,37,940
3856,28,1210
3857,19,1200
3858,19,1100
3859,46,13000
3860,50,7480
3861,26,930
3862,25,1260
3863,28,1200
3864,29,1039
3865,26,2500
3866,41,2100
3867,21,1788
3868,22,1300
3869,33,2150
3870,23,1000
3871,22,1250
3872,36,1300
3873,31,1200
3874,26,937
3875,27,2950
3876,24,1252
3877,31,2000
3878,37,6000
3879,31,2400
3880,30,1250
3881,19,600
3882,33,4000
3883,27,3000
3884,37,12000
3885,52,12000
3886,33,2000
3887,42,3000
3888,25,1153
3889,47,2600
3890,30,2200
3891,24,880.00
3892,36,4000
3893,29,1800
3894,31,1239
3895,26,1200
3896,27,2500.00
3897,37,3800.00
3898,47,6000
3899,39,1600
3900,30,1100
3901,25,1000
3902,22,987
3903,27,3500
3904,32,6200
3905,30,1400
3906,45,2100
3907,34,2112
3908,24,2907
3909,62,5000
3910,36,10000
3911,35,2600
3912,26,1600
3913,55,22000
3914,26,800
3915,60,27250
3916,30,2400
3917,25,2000
3918,24,1890
3919,43,17750
3920,29,1000
3921,23,1000.81
3922,37,6000
3923,49,6227
3924,22,2170
3925,32,3100
3926,29,1200.00
3927,25,1000
3928,40,4500
3929,50,7800
3930,26,1995
3931,37,3500
3932,49,12000
3933,52,7744
3934,41,24000
3935,52,11000
3936,29,2700
3937,24,1236
3938,22,740
3939,22,1354
3940,31,2011
3941,46,7900
3942,68,12000
3943,30,1854.00
3944,29,1200
3945,38,6319
3946,55,3500
3947,37,5000
3948,21,1300
3949,53,2000
3950,22,1300
3951,29,3306
3952,38,1000
3953,32,4000
3954,30,2164.59
3955,25,1612
3956,31,1166.00
3957,31,1200
3958,32,2200
3959,22,1300
3960,31,2000
3961,32,2320
3962,23,960
3963,43,900
3964,19,1200
3965,26,2200
3966,28,1500
3967,34,2500
3968,25,900
3969,28,2056
3970,27,842
3971,56,9000
3972,18,600
3973,30,2100
3974,42,3000
3975,33,2000
3976,29,2000
3977,28,2000
3978,25,1300
3979,40,8500
3980,51,9000
3981,19,1000
3982,43,8000
3983,33,1535
3984,34,1350
3985,33,3500
3986,44,3500
3987,34,2108
3988,38,1900
3989,52,7000
3990,28,1394
3991,21,650
3992,39,6500
3993,27,1000
3994,34,1400
3995,25,1300
3996,31,2000
3997,48,3000
3998,41,4000
3999,41,5500
4000,28,1581
4001,26,1800
4002,34,5000
4003,24,1800.00
4004,45,3000
4005,25,1800
4006,39,2000
4007,36,10000
4008,48,24000
4009,22,1200
4010,22,1500
4011,40,7912.89
4012,52,28000
4013,31,1300
4014,30,1300
4015,21,900
4016,36,5500
4017,35,7000
4018,25,1000
4019,47,13500
4020,30,3603.6
4021,50,5000
4022,35,1400
4023,21,1253
4024,38,2500
4025,27,1252
4026,33,6946
4027,27,900
4028,38,3500
4029,31,1350
4030,26,2900
4031,48,1200
4032,44,3500
4033,37,2750
4034,38,4860
4035,35,2200
4036,43,8200
4037,40,1600
4038,28,1620
4039,36,1000
4040,41,8000
4041,30,880.00
4042,39,5500
4043,32,2000
4044,47,3500
4045,33,2500
4046,39,1830
4047,36,1750
4048,30,2500
4049,29,3500
4050,35,2000
4051,25,1350
4052,39,922
4053,21,1000
4054,25,990
4055,30,1230
4056,23,1000
4057,42,2500
4058,30,7000
4059,22,1458.46
4060,44,2495
4061,23,1000
4062,26,2150.00
4063,35,1800
4064,47,9812.47
4065,37,2691
4066,48,5000
4067,35,880
4068,37,3000
4069,23,1255
4070,34,1133
4071,37,1550
4072,38,3200
4073,37,2600
4074,41,1500.2
4075,36,1500
4076,26,1700
4077,32,1400
4078,21,1200
4079,23,732
4080,28,1452
4081,26,1800
4082,24,520
4083,30,2000
4084,30,1800
4085,38,1600
4086,29,600
4087,34,2111
4088,21,1500
4089,37,8000
4090,27,1800
4091,28,2000.00
4092,31,3000
4093,61,10000
4094,26,1400
4095,21,650.00
4096,25,1900
4097,34,12700
4098,29,1500
4099,33,7310
4100,54,2600
4101,35,1587
4102,21,800
4103,36,1300
4104,24,1000
4105,26,944
4106,36,3500.00
4107,25,1349
4108,39,4000
4109,39,2100
4110,38,1366
4111,29,1000.00
4112,23,900
4113,25,600
4114,32,1600
4115,27,3078
4116,32,2442.59
4117,26,1260
4118,29,5652
4119,24,1000
4120,52,19700
4121,26,900
4122,18,700
4123,66,6000
4124,39,937
4125,22,724
4126,34,1200
4127,33,5550
4128,29,3500
4129,24,937
4130,27,2526
4131,58,2281
4132,56,7000
4133,31,1100
4134,55,2000
4135,28,945
4136,31,1900
4137,31,900
4138,21,937
4139,38,1000
4140,45,3000
4141,22,1000
4142,21,1213
4143,49,1650
4144,41,1800
4145,22,1400
4146,34,4500
4147,44,18000
4148,35,1213
4149,32,4000
4150,22,689
4151,25,2500
4152,39,3240
4153,30,1590
4154,42,2140
4155,38,9127
4156,25,2200
4157,31,2500
4158,28,1250
4159,35,5400
4160,23,1100
4161,38,5219
4162,25,941.71
4163,37,1100
4164,33,1904
4165,32,1014
4166,33,2550
4167,37,2000
4168,24,1500
4169,54,1600
4170,32,2000
4171,45,5000.00
4172,41,900
4173,23,1000
4174,29,3000
4175,40,1450.00
4176,24,1500
4177,34,1800
4178,31,2300.00
4179,29,3800
4180,32,5000
4181,64,10200.00
4182,25,618
4183,25,1000
4184,25,1100
4185,49,5900
4186,42,2028
4187,40,1400
4188,29,2000
4189,25,1615
4190,25,550.00
4191,20,1420
4192,32,6500
4193,25,1400
4194,39,8000.00
4195,36,2100
4196,24,1126.00
4197,40,2500
4198,23,1378
4199,40,15000
4200,28,1500
4201,46,7150
4202,40,3546
4203,31,3600
4204,28,5000.00
4205,36,1200
4206,53,10000
4207,21,600.00
4208,23,1200
4209,46,31500.00
4210,41,1800
4211,21,680.4
4212,35,900
4213,22,1312
4214,48,5500
4215,46,980
4216,46,1200
4217,33,3500
4218,38,2000
4219,35,1286
4220,30,4570.00
4221,48,2500
4222,21,1250
4223,37,1656
4224,35,10700
4225,29,1300
4226,31,4500
4227,25,700
4228,36,1841.14
4229,26,530
4230,47,1180.00
4231,26,2000
4232,37,2779
4233,28,1155
4234,31,3500
4235,25,2200
4236,26,2000
4237,34,1800
4238,39,4100
4239,22,1891
4240,38,3079.00
4241,33,1368
4242,36,8000
4243,28,2000
4244,48,14000
4245,41,3338
4246,19,1000
4247,31,1600
4248,48,3800
4249,35,2010
4250,22,1447
4251,24,1800
4252,28,2107
4253,40,4160
4254,42,1170
4255,39,5200
4256,27,700
4257,35,16000
4258,24,1095
4259,30,1800
4260,24,1000
4261,25,800
4262,23,1500
4263,43,4900
4264,40,2200
4265,35,7500
4266,46,4800
4267,36,5500
4268,21,880
4269,35,750
4270,38,1800
4271,30,4500
4272,27,1850
4273,25,2990
4274,21,800.00
4275,35,4540.3
4276,35,6000
4277,37,13000
4278,25,1000
4279,21,1000
4280,44,2500
4281,24,1176.00
4282,30,5000
4283,41,15000
4284,38,2200
4285,32,10000.00
4286,44,5000
4287,40,10400
4288,27,3000
4289,37,3600
4290,24,1500
4291,22,1000
4292,33,4500.00
4293,36,3700
4294,47,2000
4295,38,6400
4296,23,2285
4297,39,2400
4298,26,1580
4299,27,1506
4300,35,1097
4301,20,518.00
4302,46,6532.00
4303,39,8500
4304,22,1500.00
4305,43,6000
4306,31,8000
4307,27,1400
4308,46,3900
4309,24,1530
4310,42,5500.00
4311,25,937
4312,39,2015
4313,34,6200
4314,42,3400
4315,23,1385
4316,22,1193
4317,25,1800
4318,26,1400
4319,51,8500
4320,31,8000
4321,35,4000
4322,38,5000
4323,32,1150
4324,29,2000
4325,32,4500
4326,39,3500
4327,31,1100
4328,29,2700.00
4329,40,800
4330,53,3480
4331,33,8320
4332,23,1200
4333,31,4000
4334,46,1500
4335,40,4000
4336,31,1269
4337,21,1000
4338,52,2500
4339,25,5000
4340,42,4250
4341,27,970
4342,32,4800
4343,24,1200
4344,31,2000.00
4345,23,1086.00
4346,35,6000
4347,29,2200
4348,56,3000
4349,41,2500
4350,28,2400
4351,25,2100
4352,37,3200
4353,39,1400
4354,22,1000
4355,20,1350
4356,27,4000
4357,51,1791
4358,23,900.00
4359,36,1648
4360,22,1500
4361,21,957
4362,25,620
4363,21,700
4364,26,3200
4365,23,1080
4366,29,2300.00
4367,40,5700
4368,26,1200
4369,43,4840
4370,43,12000
4371,36,1500
4372,21,1115
4373,33,1200
4374,28,1000
4375,47,2000
4376,36,4000
4377,29,5100
4378,30,1950
4379,42,6200.00
4380,30,5500
4381,31,3000
4382,33,13400
4383,27,3000
4384,41,9100
4385,38,1260
4386,24,1300
4387,38,2200.00
4388,37,6000
4389,39,1500
4390,31,14550
4391,25,1181
4392,49,1259
4393,23,1500
4394,37,1200
4395,27,1206
4396,31,3000
4397,38,1543
4398,37,5000
4399,32,2500.00
4400,28,4500
4401,39,1500
4402,20,980
4403,53,10000
4404,25,4300
4405,35,13000
4406,32,4000
4407,43,1300.00
4408,25,2700
4409,46,1800
4410,24,820
4411,28,1200.00
4412,21,592
4413,25,4000
4414,40,4500.00
4415,35,12000
4416,33,2000
4417,28,4000
4418,35,1300
4419,51,7700
4420,45,3500
4421,37,4500
4422,33,6500
4423,33,1300
4424,31,1100
4425,29,3000.00
4426,29,2100
4427,27,2400
4428,27,1714
4429,52,1750
4430,24,3500
4431,45,17500
4432,46,5600
4433,41,7300
4434,53,2850
4435,28,1657
4436,58,2064
4437,30,1980
4438,41,8900
4439,25,1000
4440,21,1000
4441,24,1300
4442,36,8600
4443,28,1680
4444,32,3000
4445,40,7990.4
4446,43,2500
4447,39,1200
4448,57,9177
4449,32,1244.00
4450,30,3300
4451,26,2500
4452,30,4980
4453,30,985.55
4454,36,8500
4455,29,2000
4456,27,800.00
4457,25,2500
4458,31,4000
4459,26,1600
4460,33,1850
4461,35,1800
4462,28,1500
4463,35,6800
4464,29,1000.00
4465,19,600
4466,25,1000
4467,26,980
4468,26,724
4469,27,1631.37
4470,32,1000
4471,19,600
4472,41,1600
4473,20,1000
4474,42,5700
4475,23,3200
4476,33,5213.00
4477,20,937
4478,51,12700
4479,41,10800
4480,35,4600
4481,42,1159.8
4482,44,3000
4483,47,12500
4484,40,2000
4485,43,1500
4486,23,1354.41
4487,28,1100
4488,38,2928
4489,31,2500
4490,38,2500
4491,38,2800
4492,23,1500
4493,40,4000
4494,30,1800.00
4495,40,3500
4496,38,2118
4497,34,9000
4498,23,1200
4499,21,550.00
4500,26,1990.00
4501,25,1415.19
4502,29,1300
4503,28,1000.00
4504,32,1000
4505,37,2300.00
4506,27,1800
4507,45,13000
4508,25,780
4509,45,2200
4510,33,2500
4511,24,800
4512,26,1844
4513,26,1699
4514,65,13800.00
4515,34,7500
4516,27,12616
4517,36,2800
4518,38,2900
4519,35,1000
4520,32,1806
4521,21,1200
4522,27,1800
4523,38,4656
4524,34,3000
4525,30,2000
4526,39,7800
4527,37,12500
4528,24,1000
4529,48,9550
4530,29,1300
4531,37,1000.00
4532,44,1800
4533,56,1500
4534,25,1900
4535,52,4000
4536,50,3000
4537,37,1050
4538,29,1200
4539,29,1600
4540,24,1000
4541,43,10665
4542,40,6000
4543,30,3500
4544,36,1900
4545,42,9000
4546,22,900
4547,32,700
4548,34,1014
4549,33,1549
4550,22,1000
4551,43,9000
4552,43,8000
4553,22,1200
4554,40,1000
4555,37,1300
4556,38,9660
4557,51,2124
4558,39,2400
4559,34,1230
4560,49,1800
4561,23,1480
4562,35,3000
4563,41,2300
4564,31,1000
4565,30,900.000
4566,32,1000
4567,83,10000.00
4568,32,1500
4569,31,1644
4570,22,1445
4571,35,10784
4572,46,25000
4573,33,3300
4574,35,1425.6
4575,22,1090
4576,33,2700
4577,35,2000
4578,48,5300
4579,26,1000
4580,35,1127
4581,55,5200.00
4582,36,2500
4583,20,625
4584,26,1540
4585,34,2400
4586,23,1200
4587,39,3000
4588,36,1500
4589,38,1040.00
4590,44,2000.00
4591,46,10000
4592,29,7500
4593,26,1500
4594,24,1000
4595,26,800
4596,41,2648.79
4597,36,5000.00
4598,39,8500
4599,34,1509
4600,21,1500
4601,42,2800
4602,38,7000
4603,30,1500
4604,60,10000
4605,38,1564
4606,52,1032.00
4607,31,3500
4608,26,1400.00
4609,32,3000
4610,44,5000
4611,24,2000
4612,34,4800
4613,47,5300
4614,39,7900
4615,43,3500
4616,24,1000
4617,54,4000.4
4618,32,1700
4619,30,1516.82
4620,20,1000
4621,30,1650
4622,54,16000
4623,49,8700
4624,25,700
4625,26,1980
4626,59,5652
4627,28,1500
4628,36,12000
4629,26,1300
4630,28,1000
4631,33,4000.00
4632,38,1200
4633,22,1600
4634,37,7000
4635,25,1750
4636,50,5000
4637,54,6000
4638,53,5700
4639,45,3800
4640,24,937
4641,49,1780
4642,60,1500
4643,31,1600
4644,30,1600
4645,21,4000
4646,25,1100
4647,59,3600
4648,40,1400
4649,26,1600
4650,42,2500.00
4651,26,2339
4652,22,1212
4653,49,6000
4654,38,1780
4655,23,954
4656,33,2650
4657,45,5000
4658,21,2200
4659,27,1800
4660,26,1100
4661,41,1600
4662,60,25000.00
4663,28,3000
4664,44,1500
4665,24,2000.00
4666,25,2500
4667,41,12500
4668,52,4880
4669,22,1535
4670,29,980
4671,53,1200
4672,25,700
4673,22,1000
4674,40,2400
4675,57,1000
4676,38,12500
4677,33,2170
4678,34,4000
4679,34,1600
4680,33,8200
4681,32,1290
4682,24,1100
4683,29,1500
4684,29,2000
4685,23,1500
4686,25,4500
4687,23,1300
4688,23,850
4689,35,6500
4690,19,700
4691,19,900
4692,26,1900
4693,35,1500
4694,51,937
4695,45,1975
4696,29,880.00
4697,33,1400
4698,45,10400
4699,41,6000
4700,43,3500
4701,22,1000
4702,30,1200.00
4703,20,1200
4704,34,2300
4705,24,1500
4706,37,900
4707,26,1500
4708,32,1200
4709,43,3000
4710,31,1500
4711,28,1500
4712,26,2900
4713,37,2015
4714,49,3300.00
4715,40,3003.29
4716,47,7000
4717,27,1800
4718,25,1444
4719,26,1690
4720,36,4400
4721,24,950
4722,47,3550
4723,49,5884.71
4724,23,1277
4725,41,1000
4726,44,6200
4727,29,2327.33
4728,40,2000
4729,43,3000
4730,20,905
4731,23,1521
4732,53,6688
4733,27,1700
4734,32,1500
4735,34,3800
4736,28,1200
4737,24,1332
4738,26,5000
4739,24,3000
4740,34,4500.00
4741,43,1075
4742,38,1157
4743,53,1500
4744,24,2000
4745,29,957
4746,25,1200
4747,22,1450
4748,29,5600
4749,30,5500
4750,33,1700
4751,39,937
4752,24,1600
4753,50,2500
4754,25,2100
4755,35,1600
4756,48,2500
4757,50,14000
4758,21,800
4759,39,1500
4760,34,3520
4761,26,1007.8
4762,28,1500
4763,41,1200
4764,24,2500
4765,35,5500
4766,30,1300
4767,22,1220
4768,32,2000
4769,31,1800.00
4770,34,5000
4771,38,1800
4772,36,5600
4773,26,2450
4774,35,1850.00
4775,24,1891
4776,43,5400.00
4777,26,1500
4778,27,750
4779,40,1800
4780,31,4200
4781,40,2300
4782,44,1200
4783,31,4000
4784,28,3000
4785,27,3000
4786,39,2000
4787,26,3000
4788,21,937
4789,45,2500
4790,47,1258
4791,21,1500
4792,24,1500
4793,46,4200
4794,28,1140
4795,31,3300
4796,25,937
4797,29,3600
4798,39,1400
4799,35,2100
4800,39,4000
4801,49,10000
4802,34,5150
4803,21,1000
4804,50,6200
4805,40,3175
4806,28,7000
4807,31,3500
4808,26,600
4809,38,3309
4810,33,3000
4811,31,1000
4812,36,8500
4813,32,1369.39
4814,48,3600
4815,24,880.00
4816,22,956
4817,42,9800
4818,42,22400
4819,41,2500
4820,35,1650
4821,30,1200
4822,22,1610
4823,41,2200
4824,47,5995
4825,22,1500
4826,36,5000
4827,40,8000
4828,23,1567
4829,43,3500.00
4830,34,1400.00
4831,27,2000
4832,35,5000
4833,42,12000
4834,37,2400
4835,26,1028
4836,31,5000
4837,36,1800
4838,30,880
4839,31,3100
4840,27,1304
4841,28,1100.00
4842,21,2000
4843,48,5000
4844,41,8140
4845,19,766.8
4846,28,1250
4847,37,2408.51
4848,35,2699
4849,39,3844.51
4850,43,7277
4851,21,788.56
4852,36,2900
4853,29,4500
4854,46,1000.1
4855,38,4250
4856,32,1900.00
4857,44,3258
4858,36,1200
4859,34,8000
4860,24,600
4861,37,6552
4862,29,600
4863,29,7000
4864,23,1460
4865,37,2358
4866,40,3000.00
4867,28,1575
4868,39,1579
4869,44,14200
4870,29,4500
4871,32,12000
4872,42,13000
4873,48,3500
4874,47,3000
4875,40,2250.00
4876,50,4700
4877,35,1600
4878,39,1092
4879,29,1267
4880,35,2200
4881,39,2000
4882,22,1400
4883,23,1044
4884,32,1390
4885,40,3500
4886,24,1200
4887,28,1150
4888,52,2285
4889,24,900
4890,36,2033
4891,45,3000
4892,32,5500.00
4893,42,5300
4894,34,2000
4895,37,5000
4896,34,1400
4897,41,1537
4898,24,800
4899,27,1430
4900,25,1312
4901,37,6180
4902,34,2327
4903,28,2800
4904,39,5319.2
4905,37,3000
4906,20,1000
4907,31,1500
4908,44,2500
4909,42,1650
4910,51,9000
4911,40,4900
4912,22,2100
4913,30,9800.00
4914,32,1800
4915,25,2000
4916,23,2500
4917,47,1890.00
4918,44,1500
4919,35,1700
4920,32,1500.00
4921,25,937
4922,31,1200
4923,34,3000
4924,55,1200
4925,31,1100
4926,42,7000
4927,34,2200
4928,55,2500
4929,40,7500
4930,31,1600
4931,33,8500
4932,26,2000
4933,36,4000
4934,32,2720.00
4935,31,1000
4936,40,1615
4937,40,3200
4938,36,4000
4939,48,6500.00
4940,54,5120.00
4941,24,900
4942,20,700
4943,29,3000
4944,28,3500
4945,34,1525
4946,32,1410
4947,40,5000
4948,41,2500.00
4949,40,1688
4950,35,1800
4951,23,1600
4952,26,2600
4953,33,1300
4954,46,1200
4955,32,900
4956,19,937
4957,33,3200.00
4958,33,1800
4959,42,9000
4960,29,1000
4961,22,1050
4962,33,2600
4963,36,3000
4964,35,4500
4965,22,1312
4966,25,1200.00
4967,40,660
4968,45,5500.00
4969,47,700
4970,46,4000
4971,63,2832
4972,38,12000
4973,17,600
4974,40,1238.58
4975,26,4600
4976,29,1247
4977,38,3800
4978,45,7500
4979,22,1868
4980,28,2700
4981,45,1325
4982,27,1400
4983,27,1100
4984,43,7200
4985,31,7254
4986,33,1238
4987,30,1190.27
4988,33,6500
4989,37,1800
4990,26,1000
4991,44,1560
4992,40,1500
4993,43,1030
4994,30,2000
4995,26,1200.00
4996,30,1236.15
4997,57,8000
4998,48,3500.00
4999,45,1345
5000,43,4100
5001,25,1000
5002,30,1800
5003,33,2300
5004,21,1000
5005,27,2400.00
5006,47,5600
5007,34,886.53
5008,35,2000
5009,33,1951
5010,29,5000.00
5011,29,800
5012,26,2280
5013,25,2630
5014,38,880.00
5015,28,1500.00
5016,24,1320
5017,26,1200.00
5018,25,1720
5019,27,2423.69
5020,41,3600
5021,50,1000
5022,41,11200
5023,42,3600
5024,25,2000
5025,23,800
5026,31,1197
5027,46,2175.00
5028,22,880
5029,29,1238
5030,47,10000
5031,50,4000
5032,29,2000
5033,30,1200
5034,21,1220
5035,51,1600
5036,41,15000
5037,34,8000
5038,21,1627
5039,25,980
5040,27,1500
5041,37,12700
5042,31,850
5043,25,1843.2
5044,41,2620
5045,30,1430
5046,22,1080
5047,46,3000
5048,19,1000
5049,46,1800
5050,31,2000
5051,21,2900.00
5052,38,1300
5053,34,957
5054,28,835
5055,26,1500
5056,29,5500.00
5057,38,7500
5058,34,2000
5059,28,3000
5060,30,1550.00
5061,36,9000
5062,27,2083.00
5063,37,2420
5064,39,4800
5065,31,1000
5066,38,2135
5067,20,954
5068,19,1500
5069,43,9300
5070,54,3600
5071,34,4000
5072,21,903
5073,27,1500
5074,47,2800
5075,37,5500.00
5076,42,5000
5077,33,1725
5078,26,1500
5079,34,4500
5080,49,6280
5081,25,1800
5082,40,16000
5083,31,4000
5084,37,1100
5085,35,6000
5086,42,7450
5087,34,4000
5088,31,1300
5089,27,1400
5090,27,1750
5091,29,2180.00
5092,40,7000
5093,24,2800
5094,38,3000
5095,36,8500
5096,20,1200
5097,35,8800
5098,42,10400
5099,36,2000
5100,26,3000
5101,48,12000
5102,39,780
5103,42,7500
5104,29,1666.00
5105,32,880.00
5106,31,1800
5107,31,1800
5108,31,2800
5109,44,15000
5110,45,5000
5111,35,5500
5112,40,1350
5113,36,3500
5114,30,1302
5115,53,8300
5116,42,6200
5117,39,7485
5118,28,1000
5119,39,22497
5120,31,3000
5121,36,8500
5122,24,1487
5123,28,2500
5124,26,1400
5125,34,1400
5126,45,4000
5127,22,1100
5128,41,1900
5129,20,723
5130,28,1400.00
5131,33,1500
5132,26,1623
5133,29,1000
5134,48,2500
5135,25,1350
5136,21,800
5137,49,18000
5138,32,1500
5139,27,1800
5140,41,2500
5141,29,3700
5142,25,1549
5143,51,1800
5144,20,880
5145,40,3000
5146,33,11400
5147,26,1600
5148,34,1274
5149,42,15000
5150,54,2500
5151,42,10000
5152,40,4500
5153,34,1300
5154,24,724
5155,38,2900
5156,41,2000.00
5157,29,1500.00
5158,31,4590
5159,42,1550
5160,39,1725.46
5161,43,1100
5162,40,2000
5163,41,5000
5164,21,1000
5165,34,4000
5166,27,3200
5167,41,1110
5168,35,1555.33
5169,33,3500
5170,21,1300
5171,29,2000
5172,28,2400
5173,57,7000
5174,41,4120
5175,31,1680
5176,24,1000.00
5177,35,2700
5178,33,2300
5179,36,1280
5180,52,3500
5181,29,1500
5182,26,3000
5183,36,4500
5184,48,2000
5185,35,7152
5186,30,4200
5187,37,1500
5188,25,1700
5189,37,8200.00
5190,52,13200
5191,39,3000
5192,59,5652
5193,30,3200
5194,55,8500
5195,35,2840
5196,26,2500
5197,36,1093.58
5198,46,3000
5199,33,5763
5200,24,1719.32
5201,32,1700
5202,24,954
5203,36,5300
5204,52,7000
5205,26,2260
5206,57,36000
5207,50,7000
5208,26,1650
5209,35,1800
5210,22,600
5211,46,1400
5212,35,1206.00
5213,23,1334
5214,35,1151.19
5215,22,1500
5216,42,1200
5217,27,1300
5218,29,3233
5219,28,2500
5220,59,2000
5221,32,1600.00
5222,25,1206.86
5223,42,7000.00
5224,45,4039
5225,27,3500
5226,41,3000
5227,39,2900
5228,48,5000
5229,35,2200
5230,17,900
5231,31,3000
5232,42,6000
5233,38,14750
5234,19,1138.28
5235,24,957
5236,34,3900.00
5237,38,2500
5238,55,1600
5239,29,2500
5240,37,3662
5241,19,865
5242,49,6660.6
5243,25,2800
5244,33,4200
5245,29,1500
5246,40,2200
5247,31,2800
5248,36,10000
5249,58,2000
5250,32,3300
5251,26,1587
5252,45,2800
5253,30,1700
5254,30,3000
5255,40,1200
5256,23,1200
5257,59,12000
5258,38,1500
5259,25,900.00
5260,22,1400
5261,21,1004
5262,24,1700
5263,52,12500
5264,56,1702
5265,20,620
5266,25,2000
5267,29,1500
5268,37,2490
5269,47,3500.00
5270,27,1999.4
5271,49,2500
5272,24,1200
5273,23,2500
5274,30,7000
5275,27,1400
5276,37,1803
5277,28,8200
5278,22,1200
5279,25,1010.00
5280,33,10000
5281,36,1700
5282,28,2300
5283,43,22000
5284,35,2250
5285,37,6100
5286,33,1600
5287,23,1020
5288,41,17000
5289,44,3500
5290,28,1975
5291,33,1139
5292,27,1600.00
5293,35,3700
5294,48,2000
5295,60,5950
5296,27,1000
5297,29,4500
5298,26,1500
5299,32,3000
5300,31,3700
5301,21,800
5302,25,900
5303,26,2400
5304,28,3000
5305,43,6000
5306,42,2300
5307,29,2800.00
5308,37,4500.00
5309,25,800
5310,39,7900
5311,43,2200
